,index,NAICS,NAICS_Title
1707,1707,541990,"All Other Professional, Scientific, and Technical Services"
1708,1708,55,Management of Companies and Enterprises
1709,1709,551,Management of Companies and Enterprises
1710,1710,5511,Management of Companies and Enterprises
1711,1711,55111,Management of Companies and Enterprises
1712,1712,551111,Offices of Bank Holding Companies
1713,1713,551112,Offices of Other Holding Companies
1714,1714,551114,"Corporate, Subsidiary, and Regional Managing Offices"
1715,1715,56,Administrative and Support and Waste Management and Remediation Services
1716,1716,561,Administrative and Support Services
1717,1717,5611,Office Administrative Services
1718,1718,56111,Office Administrative Services
1719,1719,561110,Office Administrative Services
1720,1720,5612,Facilities Support Services
1721,1721,56121,Facilities Support Services
1722,1722,561210,Facilities Support Services
1723,1723,5613,Employment Services
1724,1724,56131,Employment Placement Agencies and Executive Search Services
1725,1725,561311,Employment Placement Agencies
1726,1726,561312,Executive Search Services
1727,1727,56132,Temporary Help Services
1728,1728,561320,Temporary Help Services
1729,1729,56133,Professional Employer Organizations
1730,1730,561330,Professional Employer Organizations
1731,1731,5614,Business Support Services
1732,1732,56141,Document Preparation Services
1733,1733,561410,Document Preparation Services
1734,1734,56142,Telephone Call Centers
1735,1735,561421,Telephone Answering Services
1736,1736,561422,Telemarketing Bureaus and Other Contact Centers
1737,1737,56143,Business Service Centers
1738,1738,561431,Private Mail Centers
1739,1739,561439,Other Business Service Centers (including Copy Shops)
1740,1740,56144,Collection Agencies
1741,1741,561440,Collection Agencies
1742,1742,56145,Credit Bureaus
1743,1743,561450,Credit Bureaus
1744,1744,56149,Other Business Support Services
1745,1745,561491,Repossession Services
1746,1746,561492,Court Reporting and Stenotype Services
1747,1747,561499,All Other Business Support Services
1748,1748,5615,Travel Arrangement and Reservation Services
1749,1749,56151,Travel Agencies
1750,1750,561510,Travel Agencies
1751,1751,56152,Tour Operators
1752,1752,561520,Tour Operators
1753,1753,56159,Other Travel Arrangement and Reservation Services
1754,1754,561591,Convention and Visitors Bureaus
1755,1755,561599,All Other Travel Arrangement and Reservation Services
1756,1756,5616,Investigation and Security Services
1757,1757,56161,"Investigation, Guard, and Armored Car Services"
1758,1758,561611,Investigation Services
1759,1759,561612,Security Guards and Patrol Services
1760,1760,561613,Armored Car Services
1761,1761,56162,Security Systems Services
1762,1762,561621,Security Systems Services (except Locksmiths)
1763,1763,561622,Locksmiths
1764,1764,5617,Services to Buildings and Dwellings
1765,1765,56171,Exterminating and Pest Control Services
1766,1766,561710,Exterminating and Pest Control Services
1767,1767,56172,Janitorial Services
1768,1768,561720,Janitorial Services
1769,1769,56173,Landscaping Services
1770,1770,561730,Landscaping Services
1771,1771,56174,Carpet and Upholstery Cleaning Services
1772,1772,561740,Carpet and Upholstery Cleaning Services
1773,1773,56179,Other Services to Buildings and Dwellings
1774,1774,561790,Other Services to Buildings and Dwellings
1775,1775,5619,Other Support Services
1776,1776,56191,Packaging and Labeling Services
1777,1777,561910,Packaging and Labeling Services
1778,1778,56192,Convention and Trade Show Organizers
1779,1779,561920,Convention and Trade Show Organizers
1780,1780,56199,All Other Support Services
1781,1781,561990,All Other Support Services
1782,1782,562,Waste Management and Remediation Services
1783,1783,5621,Waste Collection
1784,1784,56211,Waste Collection
1785,1785,562111,Solid Waste Collection
1786,1786,562112,Hazardous Waste Collection
1787,1787,562119,Other Waste Collection
1788,1788,5622,Waste Treatment and Disposal
1789,1789,56221,Waste Treatment and Disposal
1790,1790,562211,Hazardous Waste Treatment and Disposal
1791,1791,562212,Solid Waste Landfill
1792,1792,562213,Solid Waste Combustors and Incinerators
1793,1793,562219,Other Nonhazardous Waste Treatment and Disposal
1794,1794,5629,Remediation and Other Waste Management Services
1795,1795,56291,Remediation Services
1796,1796,562910,Remediation Services
1797,1797,56292,Materials Recovery Facilities
1798,1798,562920,Materials Recovery Facilities
1799,1799,56299,All Other Waste Management Services
1800,1800,562991,Septic Tank and Related Services
1801,1801,562998,All Other Miscellaneous Waste Management Services
1802,1802,61,Educational Services
1803,1803,611,Educational Services
1804,1804,6111,Elementary and Secondary Schools
1805,1805,61111,Elementary and Secondary Schools
1806,1806,611110,Elementary and Secondary Schools
1807,1807,6112,Junior Colleges
1808,1808,61121,Junior Colleges
1809,1809,611210,Junior Colleges
1810,1810,6113,"Colleges, Universities, and Professional Schools"
1811,1811,61131,"Colleges, Universities, and Professional Schools"
1812,1812,611310,"Colleges, Universities, and Professional Schools"
1813,1813,6114,Business Schools and Computer and Management Training
1814,1814,61141,Business and Secretarial Schools
1815,1815,611410,Business and Secretarial Schools
1816,1816,61142,Computer Training
1817,1817,611420,Computer Training
1818,1818,61143,Professional and Management Development Training
1819,1819,611430,Professional and Management Development Training
1820,1820,6115,Technical and Trade Schools
1821,1821,61151,Technical and Trade Schools
1822,1822,611511,Cosmetology and Barber Schools
1823,1823,611512,Flight Training
1824,1824,611513,Apprenticeship Training
1825,1825,611519,Other Technical and Trade Schools
1826,1826,6116,Other Schools and Instruction
1827,1827,61161,Fine Arts Schools
1828,1828,611610,Fine Arts Schools
1829,1829,61162,Sports and Recreation Instruction
1830,1830,611620,Sports and Recreation Instruction
1831,1831,61163,Language Schools
1832,1832,611630,Language Schools
1833,1833,61169,All Other Schools and Instruction
1834,1834,611691,Exam Preparation and Tutoring
1835,1835,611692,Automobile Driving Schools
1836,1836,611699,All Other Miscellaneous Schools and Instruction
1837,1837,6117,Educational Support Services
1838,1838,61171,Educational Support Services
1839,1839,611710,Educational Support Services
1840,1840,62,Health Care and Social Assistance
1841,1841,621,Ambulatory Health Care Services
1842,1842,6211,Offices of Physicians
1843,1843,62111,Offices of Physicians
1844,1844,621111,Offices of Physicians (except Mental Health Specialists)
1845,1845,621112,"Offices of Physicians, Mental Health Specialists"
1846,1846,6212,Offices of Dentists
1847,1847,62121,Offices of Dentists
1848,1848,621210,Offices of Dentists
1849,1849,6213,Offices of Other Health Practitioners
1850,1850,62131,Offices of Chiropractors
1851,1851,621310,Offices of Chiropractors
1852,1852,62132,Offices of Optometrists
1853,1853,621320,Offices of Optometrists
1854,1854,62133,Offices of Mental Health Practitioners (except Physicians)
1855,1855,621330,Offices of Mental Health Practitioners (except Physicians)
1856,1856,62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1857,1857,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1858,1858,62139,Offices of All Other Health Practitioners
1859,1859,621391,Offices of Podiatrists
1860,1860,621399,Offices of All Other Miscellaneous Health Practitioners
1861,1861,6214,Outpatient Care Centers
1862,1862,62141,Family Planning Centers
1863,1863,621410,Family Planning Centers
1864,1864,62142,Outpatient Mental Health and Substance Abuse Centers
1865,1865,621420,Outpatient Mental Health and Substance Abuse Centers
1866,1866,62149,Other Outpatient Care Centers
1867,1867,621491,HMO Medical Centers
1868,1868,621492,Kidney Dialysis Centers
1869,1869,621493,Freestanding Ambulatory Surgical and Emergency Centers
1870,1870,621498,All Other Outpatient Care Centers
1871,1871,6215,Medical and Diagnostic Laboratories
1872,1872,62151,Medical and Diagnostic Laboratories
1873,1873,621511,Medical Laboratories
1874,1874,621512,Diagnostic Imaging Centers
1875,1875,6216,Home Health Care Services
1876,1876,62161,Home Health Care Services
1877,1877,621610,Home Health Care Services
1878,1878,6219,Other Ambulatory Health Care Services
1879,1879,62191,Ambulance Services
1880,1880,621910,Ambulance Services
1881,1881,62199,All Other Ambulatory Health Care Services
1882,1882,621991,Blood and Organ Banks
1883,1883,621999,All Other Miscellaneous Ambulatory Health Care Services
1884,1884,622,Hospitals
1885,1885,6221,General Medical and Surgical Hospitals
1886,1886,62211,General Medical and Surgical Hospitals
1887,1887,622110,General Medical and Surgical Hospitals
1888,1888,6222,Psychiatric and Substance Abuse Hospitals
1889,1889,62221,Psychiatric and Substance Abuse Hospitals
1890,1890,622210,Psychiatric and Substance Abuse Hospitals
1891,1891,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals
1892,1892,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals
1893,1893,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
1894,1894,623,Nursing and Residential Care Facilities
1895,1895,6231,Nursing Care Facilities (Skilled Nursing Facilities)
1896,1896,62311,Nursing Care Facilities (Skilled Nursing Facilities)
1897,1897,623110,Nursing Care Facilities (Skilled Nursing Facilities)
1898,1898,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
1899,1899,62321,Residential Intellectual and Developmental Disability Facilities
1900,1900,623210,Residential Intellectual and Developmental Disability Facilities
1901,1901,62322,Residential Mental Health and Substance Abuse Facilities
1902,1902,623220,Residential Mental Health and Substance Abuse Facilities
1903,1903,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
1904,1904,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
1905,1905,623311,Continuing Care Retirement Communities
1906,1906,623312,Assisted Living Facilities for the Elderly
1907,1907,6239,Other Residential Care Facilities
1908,1908,62399,Other Residential Care Facilities
1909,1909,623990,Other Residential Care Facilities
1910,1910,624,Social Assistance
1911,1911,6241,Individual and Family Services
1912,1912,62411,Child and Youth Services
1913,1913,624110,Child and Youth Services
1914,1914,62412,Services for the Elderly and Persons with Disabilities
1915,1915,624120,Services for the Elderly and Persons with Disabilities
1916,1916,62419,Other Individual and Family Services
1917,1917,624190,Other Individual and Family Services
1918,1918,6242,"Community Food and Housing, and Emergency and Other Relief Services"
1919,1919,62421,Community Food Services
1920,1920,624210,Community Food Services
1921,1921,62422,Community Housing Services
1922,1922,624221,Temporary Shelters
1923,1923,624229,Other Community Housing Services
1924,1924,62423,Emergency and Other Relief Services
1925,1925,624230,Emergency and Other Relief Services
1926,1926,6243,Vocational Rehabilitation Services
1927,1927,62431,Vocational Rehabilitation Services
1928,1928,624310,Vocational Rehabilitation Services
1929,1929,6244,Child Day Care Services
1930,1930,62441,Child Day Care Services
1931,1931,624410,Child Day Care Services
1932,1932,71,"Arts, Entertainment, and Recreation"
1933,1933,711,"Performing Arts, Spectator Sports, and Related Industries"
1934,1934,7111,Performing Arts Companies
1935,1935,71111,Theater Companies and Dinner Theaters
1936,1936,711110,Theater Companies and Dinner Theaters
1937,1937,71112,Dance Companies
1938,1938,711120,Dance Companies
1939,1939,71113,Musical Groups and Artists
1940,1940,711130,Musical Groups and Artists
1941,1941,71119,Other Performing Arts Companies
1942,1942,711190,Other Performing Arts Companies
1943,1943,7112,Spectator Sports
1944,1944,71121,Spectator Sports
1945,1945,711211,Sports Teams and Clubs
1946,1946,711212,Racetracks
1947,1947,711219,Other Spectator Sports
1948,1948,7113,"Promoters of Performing Arts, Sports, and Similar Events"
1949,1949,71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1950,1950,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1951,1951,71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1952,1952,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1953,1953,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1954,1954,71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1955,1955,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1956,1956,7115,"Independent Artists, Writers, and Performers"
1957,1957,71151,"Independent Artists, Writers, and Performers"
1958,1958,711510,"Independent Artists, Writers, and Performers"
1959,1959,712,"Museums, Historical Sites, and Similar Institutions"
1960,1960,7121,"Museums, Historical Sites, and Similar Institutions"
1961,1961,71211,Museums
1962,1962,712110,Museums
1963,1963,71212,Historical Sites
1964,1964,712120,Historical Sites
1965,1965,71213,Zoos and Botanical Gardens
1966,1966,712130,Zoos and Botanical Gardens
1967,1967,71219,Nature Parks and Other Similar Institutions
1968,1968,712190,Nature Parks and Other Similar Institutions
1969,1969,713,"Amusement, Gambling, and Recreation Industries"
1970,1970,7131,Amusement Parks and Arcades
1971,1971,71311,Amusement and Theme Parks
1972,1972,713110,Amusement and Theme Parks
1973,1973,71312,Amusement Arcades
1974,1974,713120,Amusement Arcades
1975,1975,7132,Gambling Industries
1976,1976,71321,Casinos (except Casino Hotels)
1977,1977,713210,Casinos (except Casino Hotels)
1978,1978,71329,Other Gambling Industries
1979,1979,713290,Other Gambling Industries
1980,1980,7139,Other Amusement and Recreation Industries
1981,1981,71391,Golf Courses and Country Clubs
1982,1982,713910,Golf Courses and Country Clubs
1983,1983,71392,Skiing Facilities
1984,1984,713920,Skiing Facilities
1985,1985,71393,Marinas
1986,1986,713930,Marinas
1987,1987,71394,Fitness and Recreational Sports Centers
1988,1988,713940,Fitness and Recreational Sports Centers
1989,1989,71395,Bowling Centers
1990,1990,713950,Bowling Centers
1991,1991,71399,All Other Amusement and Recreation Industries
1992,1992,713990,All Other Amusement and Recreation Industries
1993,1993,72,Accommodation and Food Services
1994,1994,721,Accommodation
1995,1995,7211,Traveler Accommodation
1996,1996,72111,Hotels (except Casino Hotels) and Motels
1997,1997,721110,Hotels (except Casino Hotels) and Motels
1998,1998,72112,Casino Hotels
1999,1999,721120,Casino Hotels
2000,2000,72119,Other Traveler Accommodation
2001,2001,721191,Bed-and-Breakfast Inns
2002,2002,721199,All Other Traveler Accommodation
2003,2003,7212,RV (Recreational Vehicle) Parks and Recreational Camps
2004,2004,72121,RV (Recreational Vehicle) Parks and Recreational Camps
2005,2005,721211,RV (Recreational Vehicle) Parks and Campgrounds
2006,2006,721214,Recreational and Vacation Camps (except Campgrounds)
2007,2007,7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
2008,2008,72131,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
2009,2009,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
2010,2010,722,Food Services and Drinking Places
2011,2011,7223,Special Food Services
2012,2012,72231,Food Service Contractors
2013,2013,722310,Food Service Contractors
2014,2014,72232,Caterers
2015,2015,722320,Caterers
2016,2016,72233,Mobile Food Services
2017,2017,722330,Mobile Food Services
2018,2018,7224,Drinking Places (Alcoholic Beverages)
2019,2019,72241,Drinking Places (Alcoholic Beverages)
2020,2020,722410,Drinking Places (Alcoholic Beverages)
2021,2021,7225,Restaurants and Other Eating Places
2022,2022,72251,Restaurants and Other Eating Places
2023,2023,722511,Full-Service Restaurants
2024,2024,722513,Limited-Service Restaurants
2025,2025,722514,"Cafeterias, Grill Buffets, and Buffets"
2026,2026,722515,Snack and Nonalcoholic Beverage Bars
2027,2027,81,Other Services (except Public Administration)
2028,2028,811,Repair and Maintenance
2029,2029,8111,Automotive Repair and Maintenance
2030,2030,81111,Automotive Mechanical and Electrical Repair and Maintenance
2031,2031,811111,General Automotive Repair
2032,2032,811112,Automotive Exhaust System Repair
2033,2033,811113,Automotive Transmission Repair
2034,2034,811118,Other Automotive Mechanical and Electrical Repair and Maintenance
2035,2035,81112,"Automotive Body, Paint, Interior, and Glass Repair"
2036,2036,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
2037,2037,811122,Automotive Glass Replacement Shops
2038,2038,81119,Other Automotive Repair and Maintenance
2039,2039,811191,Automotive Oil Change and Lubrication Shops
2040,2040,811192,Car Washes
2041,2041,811198,All Other Automotive Repair and Maintenance
2042,2042,8112,Electronic and Precision Equipment Repair and Maintenance
2043,2043,81121,Electronic and Precision Equipment Repair and Maintenance
2044,2044,811211,Consumer Electronics Repair and Maintenance
2045,2045,811212,Computer and Office Machine Repair and Maintenance
2046,2046,811213,Communication Equipment Repair and Maintenance
2047,2047,811219,Other Electronic and Precision Equipment Repair and Maintenance
2048,2048,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2049,2049,81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2050,2050,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2051,2051,8114,Personal and Household Goods Repair and Maintenance
2052,2052,81141,Home and Garden Equipment and Appliance Repair and Maintenance
2053,2053,811411,Home and Garden Equipment Repair and Maintenance
2054,2054,811412,Appliance Repair and Maintenance
2055,2055,81142,Reupholstery and Furniture Repair
2056,2056,811420,Reupholstery and Furniture Repair
2057,2057,81143,Footwear and Leather Goods Repair
2058,2058,811430,Footwear and Leather Goods Repair
2059,2059,81149,Other Personal and Household Goods Repair and Maintenance
2060,2060,811490,Other Personal and Household Goods Repair and Maintenance
2061,2061,812,Personal and Laundry Services
2062,2062,8121,Personal Care Services
2063,2063,81211,"Hair, Nail, and Skin Care Services"
2064,2064,812111,Barber Shops
2065,2065,812112,Beauty Salons
2066,2066,812113,Nail Salons
2067,2067,81219,Other Personal Care Services
2068,2068,812191,Diet and Weight Reducing Centers
2069,2069,812199,Other Personal Care Services
2070,2070,8122,Death Care Services
2071,2071,81221,Funeral Homes and Funeral Services
2072,2072,812210,Funeral Homes and Funeral Services
2073,2073,81222,Cemeteries and Crematories
2074,2074,812220,Cemeteries and Crematories
2075,2075,8123,Drycleaning and Laundry Services
2076,2076,81231,Coin-Operated Laundries and Drycleaners
2077,2077,812310,Coin-Operated Laundries and Drycleaners
2078,2078,81232,Drycleaning and Laundry Services (except Coin-Operated)
2079,2079,812320,Drycleaning and Laundry Services (except Coin-Operated)
2080,2080,81233,Linen and Uniform Supply
2081,2081,812331,Linen Supply
2082,2082,812332,Industrial Launderers
2083,2083,8129,Other Personal Services
2084,2084,81291,Pet Care (except Veterinary) Services
2085,2085,812910,Pet Care (except Veterinary) Services
2086,2086,81292,Photofinishing
2087,2087,812921,Photofinishing Laboratories (except One-Hour)
2088,2088,812922,One-Hour Photofinishing
2089,2089,81293,Parking Lots and Garages
2090,2090,812930,Parking Lots and Garages
2091,2091,81299,All Other Personal Services
2092,2092,812990,All Other Personal Services
2093,2093,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2094,2094,8131,Religious Organizations
2095,2095,81311,Religious Organizations
2096,2096,813110,Religious Organizations
2097,2097,8132,Grantmaking and Giving Services
2098,2098,81321,Grantmaking and Giving Services
2099,2099,813211,Grantmaking Foundations
2100,2100,813212,Voluntary Health Organizations
2101,2101,813219,Other Grantmaking and Giving Services
2102,2102,8133,Social Advocacy Organizations
2103,2103,81331,Social Advocacy Organizations
2104,2104,813311,Human Rights Organizations
2105,2105,813312,"Environment, Conservation and Wildlife Organizations"
2106,2106,813319,Other Social Advocacy Organizations
2107,2107,8134,Civic and Social Organizations
2108,2108,81341,Civic and Social Organizations
2109,2109,813410,Civic and Social Organizations
2110,2110,8139,"Business, Professional, Labor, Political, and Similar Organizations"
2111,2111,81391,Business Associations
2112,2112,813910,Business Associations
2113,2113,81392,Professional Organizations
2114,2114,813920,Professional Organizations
2115,2115,81393,Labor Unions and Similar Labor Organizations
2116,2116,813930,Labor Unions and Similar Labor Organizations
2117,2117,81394,Political Organizations
2118,2118,813940,Political Organizations
2119,2119,81399,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
2120,2120,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
2121,2121,814,Private Households
2122,2122,8141,Private Households
2123,2123,81411,Private Households
2124,2124,814110,Private Households
2125,2125,92,Public Administration
2126,2126,921,"Executive, Legislative, and Other General Government Support"
2127,2127,9211,"Executive, Legislative, and Other General Government Support"
2128,2128,92111,Executive Offices
2129,2129,921110,Executive Offices
2130,2130,92112,Legislative Bodies
2131,2131,921120,Legislative Bodies
2132,2132,92113,Public Finance Activities
2133,2133,921130,Public Finance Activities
2134,2134,92114,"Executive and Legislative Offices, Combined"
2135,2135,921140,"Executive and Legislative Offices, Combined"
2136,2136,92115,American Indian and Alaska Native Tribal Governments
2137,2137,921150,American Indian and Alaska Native Tribal Governments
2138,2138,92119,Other General Government Support
2139,2139,921190,Other General Government Support
2140,2140,922,"Justice, Public Order, and Safety Activities"
2141,2141,9221,"Justice, Public Order, and Safety Activities"
2142,2142,92211,Courts
2143,2143,922110,Courts
2144,2144,92212,Police Protection
2145,2145,922120,Police Protection
2146,2146,92213,Legal Counsel and Prosecution
2147,2147,922130,Legal Counsel and Prosecution
2148,2148,92214,Correctional Institutions
2149,2149,922140,Correctional Institutions
2150,2150,92215,Parole Offices and Probation Offices
2151,2151,922150,Parole Offices and Probation Offices
2152,2152,92216,Fire Protection
2153,2153,922160,Fire Protection
2154,2154,92219,"Other Justice, Public Order, and Safety Activities"
2155,2155,922190,"Other Justice, Public Order, and Safety Activities"
2156,2156,923,Administration of Human Resource Programs
2157,2157,9231,Administration of Human Resource Programs
2158,2158,92311,Administration of Education Programs
2159,2159,923110,Administration of Education Programs
2160,2160,92312,Administration of Public Health Programs
2161,2161,923120,Administration of Public Health Programs
2162,2162,92313,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
2163,2163,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
2164,2164,92314,Administration of Veterans' Affairs
2165,2165,923140,Administration of Veterans' Affairs
2166,2166,924,Administration of Environmental Quality Programs
2167,2167,9241,Administration of Environmental Quality Programs
2168,2168,92411,Administration of Air and Water Resource and Solid Waste Management Programs
2169,2169,924110,Administration of Air and Water Resource and Solid Waste Management Programs
2170,2170,92412,Administration of Conservation Programs
2171,2171,924120,Administration of Conservation Programs
2172,2172,925,"Administration of Housing Programs, Urban Planning, and Community Development"
2173,2173,9251,"Administration of Housing Programs, Urban Planning, and Community Development"
2174,2174,92511,Administration of Housing Programs
2175,2175,925110,Administration of Housing Programs
2176,2176,92512,Administration of Urban Planning and Community and Rural Development
2177,2177,925120,Administration of Urban Planning and Community and Rural Development
2178,2178,926,Administration of Economic Programs
2179,2179,9261,Administration of Economic Programs
2180,2180,92611,Administration of General Economic Programs
2181,2181,926110,Administration of General Economic Programs
2182,2182,92612,Regulation and Administration of Transportation Programs
2183,2183,926120,Regulation and Administration of Transportation Programs
2184,2184,92613,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
2185,2185,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
2186,2186,92614,Regulation of Agricultural Marketing and Commodities
2187,2187,926140,Regulation of Agricultural Marketing and Commodities
2188,2188,92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2189,2189,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2190,2190,927,Space Research and Technology
2191,2191,9271,Space Research and Technology
2192,2192,92711,Space Research and Technology
2193,2193,927110,Space Research and Technology
2194,2194,928,National Security and International Affairs
2195,2195,9281,National Security and International Affairs
2196,2196,92811,National Security
2197,2197,928110,National Security
2198,2198,92812,International Affairs
2199,2199,928120,International Affairs
