"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2019","A2Z DEVELOPMENT CENTER INC","45","2","58","1","54","4484","WA","SEATTLE","98121"
"2019","MILESTONE INTERNET MARKETING INC","0","1","1","0","54","4975","CA","SANTA CLARA","95051"
"2019","LIFE SCIENCE PLUS INC","1","0","0","0","33","5340","CA","MOUNTAIN VIEW","94043"
"2019","HUMAN BIOSCIENCES INC","1","0","1","0","33","7877","MD","GAITHERSBURG","20878"
"2019","AMZUR TECHNOLOGIES INC","0","1","14","5","54","0999","FL","TAMPA","33609"
"2019","COAST TO COAST INSPECTION SERVICES","0","1","0","0","54","3158","OR","PORTLAND","97223"
"2019","HGS USA LLC","0","0","1","0","54","3493","IL","PEORIA","61614"
"2019","ZACKS FREEDMAN & PATTERSON PC","1","0","0","0","54","4329","CA","SAN FRANCISCO","94104"
"2019","ASTELLAS US LLC","1","0","2","0","54","6638","IL","NORTHBROOK","60062"
"2019","WESTING BRIDGE LLC","1","0","0","0","42","3088","MI","TROY","48083"
"2019","PROSPER MARKETPLACE INC","8","0","12","0","52","3867","CA","SAN FRANCISCO","94105"
"2019","PROSPER MARKETPLACE INC","1","0","0","0","54","3867","CA","SAN FRANCISCO","94105"
"2019","ESOURCE TECHNOLOGY LLC","0","0","2","0","54","4649","PA","CARNEGIE","15106"
"2019","L&T TECHNOLOGY SERVICES LTD","0","0","1","0","54","8611","NJ","EDISON","08817"
"2019","LARSEN AND TOUBRO INFOTECH LTD","0","0","1","0","54","8614","NJ","EDISON","08817"
"2019","EXA DATA SOLUTIONS INC","0","1","0","0","54","8216","NJ","SOUTH PLAINFIELD","07080"
"2019","ORION SYSTEMS INTEGRATORS LLC","0","0","1","0","54","8610","NJ","EDISON","08837"
"2019","WIPRO LTD","1","0","1","0","54","0158","NJ","EAST BRUNSWICK","08816"
"2019","ZENITH SERVICES INC","0","0","1","0","54","8495","NJ","PRINCETON","08540"
"2019","PROBPM INC","1","0","0","0","54","1870","TX","FRISCO","75034"
"2019","LA Z BOY INCORPORATED","1","0","0","0","33","4624","MI","WEST BLOOMFIELD","48325"
"2019","UNIV OF OK HLTH SCIENCES CENTER","0","0","1","0","99","7887","OK","OKLAHOMA CITY","73104"
"2019","THE UNIVERSITY OF OKLAHOMA","0","0","1","0","54","7987","OK","NORMAN","73019"
"2019","THE UNIVERSITY OF OKLAHOMA","28","0","24","3","61","7987","OK","NORMAN","73019"
"2019","THE UNIVERSITY OF OKLAHOMA","1","0","0","0","62","7987","OK","NORMAN","73071"
"2019","UNIVERSITY OF OK HLTH SCIENCES CTR","1","0","0","0","54","7987","OK","OKLAHOMA CITY","73104"
"2019","UNIV OF OKLAHOMA HEALTH SCIENCES C","17","0","22","3","61","7987","OK","OKLAHOMA CITY","73104"
"2019","THE UNIVERSITY OF OKLAHOMA","1","0","1","0","92","7987","OK","OKLAHOMA CITY","73105"
"2019","THE UNIVERSITY OF OKLAHOMA","0","0","1","0","92","7987","OK","OKLAHOMA CITY","73118"
"2019","THE UNIVERSITY OF OKLAHOMA","1","0","0","0","61","7987","OK","STILLWATER","74078"
"2019","JENKS PUBLIC SCHOOLS","0","0","2","0","61","1239","OK","JENKS","74037"
"2019","TULSA PUBLIC SCHOOLS","3","0","1","0","61","1242","OK","TULSA","74114"
"2019","TAHLEQUAH HOSP AUTHORITY D/B/A NOR","1","0","0","0","62","5246","OK","TAHLEQUAH","74464"
"2019","LEFLORE COUNTY HOSP AUTHORITY DBA","0","0","1","0","62","0835","OK","POTEAU","74953"
"2019","COMANCHE COUNTY HOSPITAL AUTHORITY","1","0","0","0","62","1037","OK","LAWTON","73505"
"2019","MICROINFO TECH INC","1","0","0","0","54","9048","TX","FRISCO","75034"
"2019","VISA TECH & OPERATIONS LLC","1","0","0","0","52","0018","CA","FOSTER CITY","94404"
"2019","CHILDREN S HOSPITAL","0","0","1","0","62","7503","LA","NEW ORLEANS","70118"
"2019","ACCENTURE LLP","0","0","1","0","54","2904","IL","CHICAGO","60606"
"2019","GERMANIA FARM MUTUAL INSURANCE","2","0","5","0","52","3240","TX","BRENHAM","77833"
"2019","SPECIALTY RETAILERS INC","0","0","3","0","45","1900","TX","HOUSTON","77027"
"2019","GARZA/BOMBERGER & ASSO","0","0","1","0","54","3722","TX","SAN ANTONIO","78229"
"2019","VANTAGE BANK TEXAS","0","1","0","0","52","6797","TX","MCALLEN","78503"
"2019","STEWART TITLE GUARANTY COMPANY","0","0","2","0","52","4290","TX","HOUSTON","77056"
"2019","EXTRACO BANKS NA","1","0","0","0","52","5612","TX","WACO","76710"
"2019","UNITED SVCS AUTOMOBILE ASSOCIATION","1","0","0","0","52","9140","TX","SAN ANTONIO","78288"
"2019","DNOW LP DRISTRIBUTIONNOW","1","0","0","0","42","9800","TX","RICHARDSON","75082"
"2019","TEXAS MEDICAL CENTER","1","0","0","0","99","0788","TX","HOUSTON","77021"
"2019","VISA TECHNOLOGY & OPERATIONS LLC","1","0","0","0","52","0018","CA","SAN MATEO","94404"
"2019","SOUTHWEST RESEARCH INSTITUTE","0","0","8","1","54","0544","TX","SAN ANTONIO","78238"
"2019","TEXAS CHILDREN S HOSPITAL","1","0","8","1","62","0555","TX","HOUSTON","77030"
"2019","W M RICE UNIV","43","0","14","1","61","9620","TX","HOUSTON","77005"
"2019","TX BIOMEDICAL RESEARCH INSTITUTE","0","0","2","0","54","9630","TX","SAN ANTONIO","78227"
"2019","OUR LADY OF THE LAKE UNIVERSITY","0","0","1","0","61","9631","TX","SAN ANTONIO","78207"
"2019","PROVIDENCE HEALTH SERVICES WACO I","0","0","1","0","62","9636","TX","WACO","76712"
"2019","ST EDWARD S UNIVERSITY","0","0","0","1","61","9641","TX","AUSTIN","78704"
"2019","UNIVERSITY OF INCARNATE WORD","0","0","1","0","61","9661","TX","SAN ANTONIO","78209"
"2019","TEXAS LUTHERAN UNIV","1","0","0","0","61","9748","TX","SEGUIN","78155"
"2019","FARM CREDIT BANK OF TEXAS","1","1","0","0","52","0170","TX","AUSTIN","78746"
"2019","DISH NETWORK LLC","1","0","0","0","99","4039","CO","ENGLEWOOD","80112"
"2019","PATTILLO BROWN & HILL LLP","1","0","0","0","54","0599","TX","WACO","76710"
"2019","ST MARY S UNIVERSITY","2","0","0","0","61","3128","TX","SAN ANTONIO","78228"
"2019","CIRCLE K STORES INC","0","0","1","0","44","9540","TX","SAN ANTONIO","78205"
"2019","MEMORIAL HERMANN HLTH SYSTEM","0","0","2","0","62","2597","CA","LOS ANGELES","90017"
"2019","MEMORIAL HERMANN HEALTH SYSTEM","0","0","3","0","62","2597","TX","HOUSTON","77024"
"2019","BAYLOR UNIVERSITY","2","0","0","0","61","9753","TX","WACO","76708"
"2019","BAYLOR UNIV","5","0","4","0","61","9753","TX","WACO","76798"
"2019","UNIV OF MARY HARDIN BAYLOR","1","0","0","0","61","1940","TX","BELTON","76513"
"2019","THE METHODIST HOSPITAL","0","0","1","0","62","0155","TX","HOUSTON","77030"
"2019","THE METHODIST HOSPITAL","3","0","3","0","62","0155","TX","HOUSTON","77054"
"2019","VINSON ELKINS LLP","0","0","5","0","54","3015","NY","NEW YORK","10103"
"2019","MID AMERICA CHRISTIAN UNIVERSITY","1","0","0","0","61","6134","OK","OKLAHOMA CITY","73170"
"2019","NORTON ROSE FULBRIGHT US LLP","1","0","2","0","54","1087","NY","NEW YORK","10019"
"2019","NORTON ROSE FULBRIGHT US LLP","1","0","0","0","54","1087","TX","HOUSTON","77010"
"2019","POWELL ELECTRICAL SYSTEMS INC","0","0","3","0","54","5849","TX","HOUSTON","77075"
"2019","UNIV OF ST THOMAS","1","0","2","0","61","7664","TX","HOUSTON","77006"
"2019","THE DETERING CO","1","0","0","0","42","3489","TX","HOUSTON","77022"
"2019","CONN APPLIANCES INC","2","0","1","0","44","0706","TX","SPRING","77381"
"2019","CONN APPLIANCES INC","3","0","3","0","44","0706","TX","THE WOODLANDS","77381"
"2019","GAYESCO WIKA USA LP","0","0","1","0","33","4350","GA","LAWRENCEVILLE","30043"
"2019","GAYESCO WIKA USA LP","0","0","1","0","54","4350","TX","PASADENA","77503"
"2019","GOODWILL INDUSTRIES OF CENTRAL TX","0","1","0","0","81","2808","TX","AUSTIN","78701"
"2019","OBLATE SCHOOL OF THEOLOGY","0","0","1","0","61","7323","TX","SAN ANTONIO","78216"
"2019","HOUSTON BAPTIST UNIVERSITY","1","0","0","0","61","0699","TX","HOUSTON","77074"
"2019","AMERICAN THEOLOGICAL LIBRARY ASSN","1","0","0","0","51","3899","IL","CHICAGO","60606"
"2019","MCLANE CO INC","0","0","1","0","42","8631","TX","TEMPLE","76503"
"2019","MCLANE CO INC","0","0","1","0","42","8631","TX","TEMPLE","76504"
"2019","BUSINESS IMAGING SYSTEMS INC","0","0","1","0","99","4116","OK","EDMOND","73013"
"2019","EXXONMOBIL UPSTREAM RESEARCH CO","1","0","0","1","21","7821","TX","SPRING","77380"
"2019","EXXONMOBIL UPSTREAM RESEARCH CO","5","0","3","0","21","7821","TX","THE WOODLANDS","77380"
"2019","ALLIED FITTING LP","1","0","0","0","33","1578","TX","HOUSTON","77033"
"2019","C H GUENTHER & SON INC","0","0","1","0","31","8677","TX","SAN ANTONIO","78291"
"2019","JAMES AVERY","1","0","2","0","33","5732","TX","KERRVILLE","78028"
"2019","HARRIS COUNTY HOSPITAL DISTRICT DB","0","0","1","0","62","6936","TX","HOUSTON","77046"
"2019","HARRIS COUNTY HOSPITAL DISTRICT DB","1","2","3","0","62","6936","TX","HOUSTON","77054"
"2019","MERICHEM COMPANY","0","0","1","0","33","9883","TX","HOUSTON","77023"
"2019","COMMUNITY HEALTH CTRS OF SOUTH CEN","0","0","2","0","62","8089","TX","GONZALES","78629"
"2019","SNC LAVALIN ENGINEERS AND CONSTRUC","0","0","1","0","54","4218","WA","BOTHELL","98011"
"2019","WALTER P MOORE ASSOCIATES INC","0","0","0","1","54","4339","IL","CHICAGO","60606"
"2019","WALTER P MOORE AND ASSOCIATES INC","9","0","16","1","54","4339","TX","HOUSTON","77010"
"2019","DANNENBAUM ENGINEERING CORP","1","0","0","0","54","4644","TX","HOUSTON","77098"
"2019","HOUSTON GALVESTON AREA COUNCIL","1","0","1","1","92","7575","TX","HOUSTON","77027"
"2019","SOUTHWEST AIRLINES CO","4","0","29","0","48","3240","TX","DALLAS","75235"
"2019","UNIVERSITY OF TEXAS HEALTH SCIENCE","16","0","30","0","61","6031","TX","SAN ANTONIO","78229"
"2019","HUDSON PRODUCTS CORPORATION","0","0","1","0","33","6257","TX","BEASLEY","77417"
"2019","EDUCATION SVC CENTER REGION 20","0","0","1","0","61","7461","TX","SAN ANTONIO","78208"
"2019","BROOKHAVEN MEDICAL CENTERS INC DBA","0","0","1","0","62","4211","TX","SAN ANTONIO","78209"
"2019","TIME MANUFACTURING CO INC","1","0","0","0","33","9717","TX","WACO","76702"
"2019","RABA KISTNER INC","0","0","1","0","54","1534","TX","SAN ANTONIO","78249"
"2019","VA CENTRAL CALIFORNIA HEALTH CARE","0","0","2","0","62","2229","CA","FRESNO","93703"
"2019","VA CENTRAL CALIFORNIA HEALTH CARE","0","0","1","0","62","2229","MS","JACKSON","39216"
"2019","SALEM VA MED CTR","0","0","2","0","62","2229","VA","SALEM","24153"
"2019","BAYLOR COLLEGE OF MEDICINE","68","1","74","1","61","3878","TX","HOUSTON","77030"
"2019","TX SOUTHERN UNIVERSITY FOUNDATION","1","0","0","0","61","0415","TX","HOUSTON","77004"
"2019","GONZALES HEALTHCARE SYSTEMS","0","0","1","0","62","5013","TX","GONZALES","78629"
"2019","SYSCO CORPORATION","1","0","4","1","72","8137","TX","HOUSTON","77077"
"2019","LEEDO MANUFACTURING CO L P","2","0","0","0","33","7212","TX","STAFFORD","77477"
"2019","ACAD LTD DBA ACAD SPORTS OUTDOORS","0","0","5","0","45","0067","TX","KATY","77449"
"2019","SIMON PRINTING COMPANY","1","0","0","0","32","5064","TX","HOUSTON","77025"
"2019","PAPE DAWSON CONSULTING ENGINEERS","0","0","1","0","54","6252","TX","SAN ANTONIO","78213"
"2019","HIS COMPANY INC DBA HISCO INC","0","0","1","0","42","7282","TX","HOUSTON","77040"
"2019","MILLAR INC","0","0","1","0","42","9806","TX","HOUSTON","77023"
"2019","BINKLEY & BARFIELD INC","1","0","0","0","54","1559","TX","HOUSTON","77008"
"2019","THE SPECTRUM CORPORATION","0","1","0","0","54","2335","TX","HOUSTON","77075"
"2019","BRENNTAG LATIN AMERICA INC","0","0","1","0","42","0966","TX","HOUSTON","77007"
"2019","PRECISION TECHNOLOGY INC","0","0","1","0","54","1578","TX","PLANO","75074"
"2019","CGG SERVICES U S INC","1","0","0","0","54","3790","TX","HOUSTON","77072"
"2019","HOWARD L NATIONS PC","0","0","1","0","54","5677","TX","HOUSTON","77042"
"2019","UNI OF TEXAS AT SAN ANTONIO","9","0","11","0","61","7115","TX","SAN ANTONIO","78249"
"2019","SOFEC INC","0","0","3","0","54","8522","TX","HOUSTON","77094"
"2019","STRESS ENGINEERING SERVICES","1","0","3","0","54","7543","TX","HOUSTON","77041"
"2019","AUSTIN COMMUNITY COLLEGE DISTRICT","0","0","1","0","61","2036","TX","AUSTIN","78752"
"2019","JACOBS CONSULTANCY INC","0","0","2","0","23","4538","CO","ENGLEWOOD","80112"
"2019","TEXAS A&M UNIVERSITY CORPUS CHRIST","1","1","7","0","61","0663","TX","CORPUS CHRISTI","78412"
"2019","THE UNIV OF TX HLTH SCIENCE CTR AT","8","0","6","0","61","1309","TX","HOUSTON","77030"
"2019","THE UNIV OF TEXAS HEALTH SCIENCE C","18","1","21","2","61","1309","TX","HOUSTON","77225"
"2019","TEXAS A&M INTL UNIVERSITY","3","0","1","0","61","1398","TX","LAREDO","78041"
"2019","BRIGGS & VESELKA CO","0","0","1","0","54","9118","TX","HOUSTON","77046"
"2019","IES RESIDENTIAL INC","1","0","0","0","23","4028","TX","STAFFORD","77477"
"2019","TEAM INDUSTRIAL SERVICES INC","1","0","1","0","81","6312","TX","SUGAR LAND","77478"
"2019","TPC GROUP LLC","0","0","1","0","21","8313","TX","HOUSTON","77002"
"2019","EL CENTRO DEL BARRIO D/B/A CENTROM","0","0","1","0","62","7031","TX","SAN ANTONIO","78221"
"2019","SANDER ENGINEERING CORPORATION","0","0","1","0","54","9178","TX","HOUSTON","77042"
"2019","PETRO INC","1","0","0","0","45","0078","CT","STAMFORD","06902"
"2019","TEXAS MUNICIPAL LEAGUE INTERGOVERN","1","0","1","0","52","0969","TX","AUSTIN","78754"
"2019","CGG SERVICES U S INC","17","5","11","1","54","3790","TX","HOUSTON","77072"
"2019","VALERO ENERGY CORPORATION","4","1","10","0","32","8067","TX","SAN ANTONIO","78205"
"2019","BL TECHNOLOGY INC","2","0","0","0","33","4846","TX","TOMBALL","77375"
"2019","JONES & CARTER INC","0","0","1","0","54","8244","TX","BELLAIRE","77401"
"2019","ARROWALL CO","0","0","1","0","23","7523","TX","SAN ANTONIO","78266"
"2019","NATIONAL INSTRUMENTS CORPORATION","13","3","16","2","54","1327","TX","AUSTIN","78759"
"2019","WILD WELL CONTROL INC","0","0","1","0","21","3477","TX","HOUSTON","77073"
"2019","KIRBY CORPORATION","0","0","2","0","48","4980","TX","HOUSTON","77007"
"2019","SAN ANTONIO SHOE INC DBA SAS COMFO","0","0","1","0","31","5020","TX","SAN ANTONIO","78211"
"2019","RECTORSEAL LLC DBA RECTORSEAL","0","0","1","0","32","9217","TX","HOUSTON","77055"
"2019","TOWNSEND S POLYMER SVCS & INFO INC","1","0","0","0","54","2287","TX","HOUSTON","77060"
"2019","TENNECO AUTOMOTIVE OPERATING CO IN","0","0","4","0","33","3558","IL","LAKE FOREST","60045"
"2019","TENNECO AUTOMOTIVE OPERATING CO IN","0","0","9","0","33","3558","MI","GRASS LAKE","49240"
"2019","TENNECO AUTOMOTIVE OPERATING CO","1","0","0","0","33","3558","MI","MARSHALL","49068"
"2019","TENNECO AUTOMOTIVE OPERATING COMPA","1","0","4","0","33","3558","MI","MONROE","48161"
"2019","TENNECO AUTOMOTIVE OPERATING CO IN","1","0","0","0","42","3558","MI","MONROE","48161"
"2019","TENNECO AUTOMOTIVE OPERATING CO IN","1","0","0","0","42","3558","MO","KANSAS CITY","64116"
"2019","TENNECO AUTOMOTIVE OPERATING CO IN","1","0","0","0","42","3558","TX","SAN ANTONIO","78264"
"2019","LOCKWOOD INTERNATIONAL INC","0","0","0","1","33","8597","TX","HOUSTON","77013"
"2019","OCCIDENTAL OIL & GAS CORPORATION","0","0","1","0","21","0141","TX","HOUSTON","77046"
"2019","ASSOCIATED TESTING LABORATORIES IN","0","0","1","0","54","0778","TX","HOUSTON","77054"
"2019","BNP PARIBAS","5","0","7","1","52","3834","NJ","JERSEY CITY","07310"
"2019","SANCHEZ OIL & GAS CORP","2","0","0","0","21","0566","TX","HOUSTON","77002"
"2019","TEXAS A&M ENGINEERING EXPERIMENT S","17","0","17","1","54","4733","TX","COLLEGE STATION","77843"
"2019","PIPING TECHNOLOGY PRODUCTS INC","2","0","1","0","32","6666","TX","HOUSTON","77051"
"2019","PIPING TECH & PRODUCTS INC","0","0","1","0","33","6666","TX","HOUSTON","77051"
"2019","ECOM ELITE COMPUTER CONSULTANTS LP","0","0","1","0","54","8441","TX","HOUSTON","77040"
"2019","UNITED MEDICAL CENTERS","1","0","0","0","62","3570","TX","EAGLE PASS","78852"
"2019","HEEREMA MARINE CONTRACTORS HOLDING","0","0","2","0","21","3357","TX","HOUSTON","77268"
"2019","LAUTERBACH BORSCHOW & COMPANY PC","1","0","0","0","54","4723","TX","EL PASO","79912"
"2019","KALSI ENGINEERING INC","1","0","0","0","54","5019","TX","SUGAR LAND","77478"
"2019","COLLEGE OF BIBLICAL STUDIES HOUSTO","0","0","1","0","61","6083","TX","HOUSTON","77036"
"2019","TRIPLE S STEEL HOLDINGS INC","1","0","0","0","55","8876","TX","HOUSTON","77026"
"2019","EVEREST VALVE COMPANY INC","1","0","0","0","99","7077","TX","HOUSTON","77229"
"2019","NATIONAL JEWISH HEALTH","2","0","1","0","62","4647","CO","DENVER","80206"
"2019","SCOTT & WHITE HEALTH PLAN","0","0","0","1","52","2197","TX","DALLAS","75246"
"2019","GOURMAIL INC DBA JYOTI NATURAL FOO","0","0","1","0","32","4912","PA","SHARON HILL","19079"
"2019","TESTENGEER INC","6","0","5","1","54","1163","TX","PORT LAVACA","77979"
"2019","GOEL INC DBA HARDY MACHINE & DESIG","0","0","2","0","33","1207","TX","HOUSTON","77041"
"2019","LUCIFER LIGHTING COMPANY","0","0","1","0","33","3710","TX","SAN ANTONIO","78219"
"2019","UNITED AIRLINES INC","4","0","7","1","48","9724","IL","CHICAGO","60606"
"2019","CATES CONTROL SYSTEMS INC D/B/A IN","0","0","1","1","33","1932","TX","PLANO","75074"
"2019","WORLDWIDE OILFIELD MACHINE INC","3","0","2","0","33","8584","TX","HOUSTON","77035"
"2019","WORLDWIDE OILFIELD MACHINE INC","1","0","1","0","33","8584","TX","HOUSTON","77060"
"2019","DAWSON VAN ORDEN INC","0","0","1","0","54","0901","TX","HOUSTON","77024"
"2019","GIRLING HEALTH CARE INC","0","0","1","0","62","5034","GA","ATLANTA","30339"
"2019","AGAR CORPORATION INC","0","0","2","0","33","5860","TX","HOUSTON","77041"
"2019","STIVER ENGINEERING INC","1","0","1","0","54","9297","TX","HOUSTON","77006"
"2019","TEXAS A&M UNIVERSITY AT GALVESTON","3","0","3","0","61","5225","TX","COLLEGE STATION","77843"
"2019","BMC SOFTWARE INC","3","0","8","0","54","6120","TX","HOUSTON","77042"
"2019","DAGOBERTO MARTINEZ MD PA DBA","0","0","1","0","62","5388","TX","BROWNSVILLE","78520"
"2019","TETRA TECHNOLOGIES INC","1","0","0","1","54","8293","TX","THE WOODLANDS","77380"
"2019","KCI USA INC","2","0","2","0","42","2396","TX","SAN ANTONIO","78249"
"2019","SARA INTERNATIONAL INC","0","0","1","0","99","5438","TX","HOUSTON","77036"
"2019","PROFESSIONAL COMPOUNDING CENTERS","0","0","1","0","42","8864","TX","HOUSTON","77099"
"2019","NATHELYNE A KENNEDY & ASSOCIATES","0","0","2","0","54","2033","TX","HOUSTON","77036"
"2019","COBB FENDLEY & ASSO INC","0","1","0","0","54","2879","TX","HOUSTON","77040"
"2019","THE PORTER COMPANY","0","1","0","0","23","4094","TX","MANCHACA","78652"
"2019","TEXAS SCHOOL FOR THE DEAF","0","0","1","0","61","5210","TX","AUSTIN","78704"
"2019","KIDNEY SPECIALIST OF S TEXAS PA","0","0","1","0","99","6453","TX","CORPUS CHRISTI","78404"
"2019","STRUCTURAL ENGINEERING ASSOC INC","0","0","1","0","54","0137","TX","SAN ANTONIO","78229"
"2019","BENCHMARK ELECTRONICS INC","0","0","1","1","33","1011","AZ","SCOTTSDALE","85251"
"2019","BENCHMARK ELECTRONICS INC","4","0","0","0","33","1011","AZ","TEMPE","85281"
"2019","METROPLEX ADVENTIST HOSP INC","1","0","0","0","62","5672","FL","ALTAMONTE SPRINGS","32714"
"2019","USAA REAL ESTATE COMPANY","1","0","1","0","53","7999","TX","SAN ANTONIO","78230"
"2019","TOPPAN PHOTOMASKS INC","0","0","2","0","32","8819","TX","ROUND ROCK","78664"
"2019","ROCKY MOUNTAIN INSTITUTE INC","1","1","2","0","54","4146","CO","BOULDER","80301"
"2019","UNIV OF WYOMING RESEARCH CORPORATI","0","0","0","1","99","9704","WY","LARAMIE","82072"
"2019","TEXAS A&M TRANSPORTATION INST","4","0","3","0","54","0624","TX","COLLEGE STATION","77843"
"2019","TX A&M ENGINEERING EXTENSION SVC","0","0","1","0","54","0626","TX","COLLEGE STATION","77845"
"2019","SAMSUNG AUSTIN SEMICONDUCTOR L L C","1","0","0","0","33","2066","TX","AUSTIN","78754"
"2019","SAMSUNG AUSTIN SEMICONDUCTOR L L C","1","0","0","0","33","7206","TX","AUSTIN","78754"
"2019","VILORE FOODS COMPANY INC","1","1","1","0","42","7572","TX","SAN ANTONIO","78229"
"2019","PPD DEVELOPMENT LP","28","2","42","1","32","5267","NC","WILMINGTON","28401"
"2019","PPD DEVELOPMENT L P","0","0","1","0","54","5267","NC","WILMINGTON","28401"
"2019","VISIONWORKS OF AMERICA INC","1","0","1","0","44","7775","TX","SAN ANTONIO","78205"
"2019","MCCORD ENGINEERING INC","1","0","0","0","54","5953","TX","COLLEGE STATION","77840"
"2019","SOUTH TEXAS ENGINEERING INC","0","0","1","0","54","5083","TX","SAN ANTONIO","78228"
"2019","NEW ORLEANS LOUISIANA SAINTS LLC","0","0","1","0","71","8470","LA","METAIRIE","70003"
"2019","POWERSEAL PIPELINE PRODUCTS CORP","1","0","0","0","33","3192","TX","WICHITA FALLS","76306"
"2019","TESORO COMPANIES INC","1","0","3","0","32","5513","TX","SAN ANTONIO","78259"
"2019","SOL SCHWARTZ ASSOCIATES PC","0","0","1","0","54","2222","TX","SAN ANTONIO","78230"
"2019","DELL USA L P","0","0","1","0","99","6802","TX","ROUND ROCK","78682"
"2019","FUGRO USA LAND INC","2","1","5","0","54","6512","TX","HOUSTON","77081"
"2019","WEBBER LLC","0","0","1","0","23","4910","TX","SPRING","77380"
"2019","WEBBER LLC","1","0","2","0","23","4910","TX","THE WOODLANDS","77380"
"2019","OVERLAND PARTNERS INC","1","0","0","0","54","9732","TX","SAN ANTONIO","78215"
"2019","NFP CORP","1","0","0","0","52","0431","NY","NEW YORK","10173"
"2019","NFP CORP","0","1","0","0","52","0431","TX","AUSTIN","78746"
"2019","VERTAFORE INC","4","0","14","1","51","0776","CO","DENVER","80202"
"2019","TECO-WESTINGHOUSE MOTOR COMPANY","0","0","1","0","33","2708","TX","ROUND ROCK","78681"
"2019","DELL PRODUCTS L P","0","0","5","0","42","7834","TX","ROUND ROCK","78682"
"2019","SANTANNA NATURAL GAS CORP","0","0","1","0","22","0445","TX","AUSTIN","78729"
"2019","SCOTT & WHITE HOSP BRENHAM DBA BAY","1","0","0","0","62","9752","TX","DALLAS","75246"
"2019","UNIVERSITY OF LOUISIANA AT LAFAYET","1","0","0","0","61","0673","LA","NEW IBERIA","70560"
"2019","PLANVIEW INC","0","0","3","0","33","8407","TX","AUSTIN","78759"
"2019","TEXAS HEALTH & SCIENCE UNIV","1","0","0","0","61","2204","TX","AUSTIN","78704"
"2019","WELLMED MEDICAL GROUP PA","1","0","0","0","62","4229","TX","SAN ANTONIO","78240"
"2019","DRISCOLL CHILDREN S HOSPITAL","2","0","1","0","62","7746","TX","CORPUS CHRISTI","78411"
"2019","NORTHERN ARIZONA UNIVERSITY","3","0","5","1","61","9628","AZ","FLAGSTAFF","86011"
"2019","ELECTRIC RELIABILITY COUNCIL OF TE","1","0","13","1","22","7416","TX","TAYLOR","76574"
"2019","AKIN DOHERTY KLEIN & FEUGE P C","0","0","1","0","54","6559","TX","SAN ANTONIO","78217"
"2019","ARBIN CORPORATION","0","0","1","0","33","0085","NJ","EAST BRUNSWICK","08816"
"2019","DELL MARKETING LP","0","0","1","0","99","1680","TX","ROUND ROCK","78682"
"2019","TEXAS MUTUAL INSURANCE CO","1","0","0","0","52","5873","TX","AUSTIN","78723"
"2019","DELL USA LP","10","1","26","0","33","6802","TX","ROUND ROCK","78682"
"2019","DELL USA LP","25","2","102","3","42","6802","TX","ROUND ROCK","78682"
"2019","DELL USA LP","0","0","1","0","51","6802","TX","ROUND ROCK","78682"
"2019","DELL USA LP","0","0","2","0","54","6802","TX","ROUND ROCK","78682"
"2019","DELL PRODUCTS L P","1","0","0","0","33","6803","GA","ATLANTA","30303"
"2019","DELL PRODUCTS L P","1","0","0","0","42","6803","TX","RED ROCK","78662"
"2019","DELL PRODUCTS L P","21","3","13","1","33","6803","TX","ROUND ROCK","78682"
"2019","DELL PRODUCTS LP","16","0","71","1","42","6803","TX","ROUND ROCK","78682"
"2019","DELL PRODUCTS L P","0","0","1","0","51","6803","TX","ROUND ROCK","78682"
"2019","DELL PRODUCTS L P","0","0","1","0","52","6803","TX","ROUND ROCK","78682"
"2019","DELL PRODUCTS L P","0","0","1","0","54","6803","TX","ROUND ROCK","78682"
"2019","DELL PRODUCTS L P","0","0","1","0","81","6803","TX","ROUND ROCK","78682"
"2019","DELL MARKETING L P","9","0","1","0","33","6805","TX","ROUND ROCK","78682"
"2019","DELL MARKETING L P","7","0","16","0","42","6805","TX","ROUND ROCK","78682"
"2019","DELL MARKETING L P","3","0","11","0","99","6805","TX","ROUND ROCK","78682"
"2019","INTERCONTINENTAL ASSET MANAGEMENT","1","0","0","0","52","9227","TX","SAN ANTONIO","78205"
"2019","RIDOUT BARRETT & CO PC","1","0","0","0","54","9624","TX","SAN ANTONIO","78216"
"2019","CHILDREN S PHYSICIAN SVCS OF S TX","0","0","1","0","62","0408","TX","CORPUS CHRISTI","78411"
"2019","TEXAS HEALTH & HUMAN SVCS COMMISSI","1","0","0","0","62","8006","TX","AUSTIN","78714"
"2019","TEXAS HEALTH & HUMAN SVCS COMMISSI","1","0","2","0","92","8006","TX","AUSTIN","78714"
"2019","ITHACA INVESTMENTS LTD","1","0","0","0","52","3391","TX","SAN ANTONIO","78212"
"2019","CENTRAL TEXAS SPORTS MEDICINE AND","0","0","1","0","62","6678","TX","BRYAN","77802"
"2019","TEXAS A&M UNIVERSITY SYSTEM","0","0","1","0","61","8747","TX","COLLEGE STATION","77843"
"2019","THE UNIVERSITY OF ARIZONA","0","0","4","0","61","2689","AZ","TUCSON","85719"
"2019","THE UNIV OF ARIZONA","41","3","40","3","61","2689","AZ","TUCSON","85721"
"2019","SAN ANTONIO TESTING LABORATORY","0","0","1","0","54","3138","TX","SAN ANTONIO","78207"
